"title","quality_overall","price","picture_image","laboratory","laboratory_logo","data_description","data_composition","data_mode_use"
"Ideal Soleil Agua de proteccion Solar Hidratante SPF 30+ Vichy 200ml","","20,35 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/i/d/ideal_soleil_agua_de_proteccion_solar_hidratante_spf_30__vichy_200ml186211_.jpg","Vichy","https://www.mifarma.es/media/amshopby/medium12.jpg","","","Modo de usoAgitar vigorosamente hasta la obtención de una fórmula bien homogénea. Aplicar 20 minutos antes de la exposición solar y renovar con frecuencia."
"Grisi Crema Hidratante Aloe Vera SPF15 60ml","","21,66 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/g/r/grisi_crema_hidratante_aloe_vera_spf15_60ml1509468_.jpg","Grisi","https://www.mifarma.es/media/amshopby/medium1678.jpg","","","Modo de usoAplicar sobre la piel limpia y seca con un suave masaje hasta su total absorción."
"Th Pharma Sun Spray Corporal FPS30 200ml","","9,52 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/t/h/th_pharma_sun_spray_corporal_fps30_200ml8426827041378_.jpg","Th Pharma","https://www.mifarma.es/media/amshopby/medium510.jpg","","",""
"Uriage Bariesun SPF30 Spray Pieles Sensibles 200 ml","","21,01 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/u/r/uriage_bariesun_spf30_spray_pieles_sensibles_200_ml390914_.jpg","Uriage","https://www.mifarma.es/media/amshopby/medium59.jpg","","",""
"GALENIC Protectores Solares Spray SPF 50+ spray 125ml","","27,20 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/g/a/galenic_protectores_solares_spray_spf_50__spray_125ml157359_.jpg","Galenic","https://www.mifarma.es/media/amshopby/medium412.jpg","","",""
"Loción Solar Pediatrics SPF50+ Acofarderm 200ml","","18,15 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/o/loci__n_solar_pediatrics_spf50__acofarderm_200ml163210_.jpg","Acofarderm","https://www.mifarma.es/media/amshopby/medium129.jpg","","","Modo de usoEs aconsejable que se aplique 20-30 minutos antes de la exposición al sol."
"Protector Solar SPF20 Spray Continuo P20 Riemann 150ml","","17,57 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_spf20_spray_continuo_p20_riemann_150ml192598_.jpg","Ofertas","https://www.mifarma.es/media/amshopby/medium86.png","","","Modo de usoPulverizar sobre la piel y masajear hasta su absorción 30 minutos antes de la exposición solar. Renovar la aplicación con frecuencia."
"Lierac Sunissime Protector Contorno Ojos y Zonas Sensibles SPF50 15ml","","24,20 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/i/lierac_sunissime_protector_contorno_ojos_y_zonas_sensibles_spf50_15mlll10115a103_.jpg","Lierac","https://www.mifarma.es/media/amshopby/medium215.jpg","","","Modo de usoAplicar por la mañana en la zona del contorno de ojos y labios, con un ligero masaje hasta su total absorción."
"Pack Duplo Mustela Spray Solar Muy Alta Proteccion SPF50+ Niños 200ml","","35,09 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_duplo_mustela_spray_solar_muy_alta_proteccion_spf50__ni__os_200ml165847duplo_.jpg","Mustela","https://www.mifarma.es/media/amshopby/medium22.jpg","","","Modo de usoProtegerlos con sombrero, camiseta, gafas de sol."
"Crema Solar Papaya-D SPF38 Benton 50Gr","","30,25 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_papaya-d_spf38_benton_50grbepdsc_.jpg","Benton","https://www.mifarma.es/media/amshopby/medium3426.png","","ComposiciónCarica Papaya (Papaya) Fruit Water, Titanium Dioxide, Ethylhexyl Methoxycinnamate, Isoamyl p-Methoxycinnamate, Glycerin,Dicaprylyl Carbonate, Cetearyl Alcohol, Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine, Pentylene Glycol, Niacinamide,Glyceryl Stearate, C12-15 Alkyl Benzoate, Cetearyl Olivate, Sorbitan Olivate, 1,2-Hexanediol, Simmondsia Chinensis (Jojoba) Seed Oil,Caprylic/Capric Triglyceride, Aluminum Hydroxide, Panthenol, Carica Papaya (Papaya) Seed Oil, Glyceryl Caprylate, Stearic Acid,Aqua (Water), Ammonium Acryloyldimethyltaurate/VP Copolymer, Xanthan Gum, Carica Papaya (Papaya) Fruit Extract, Tocopherol,Dipotassium Glycyrrhizate, Helianthus Annuus (Sunflower) Seed Oil, Xylitylglucoside, Anhydroxylitol, Xylitol, Papain, Propanediol, Adenosine, Sodium Gluconate, Disodium Adenosine Triphosphate, Algin, Carthamus Tinctorius (Safflower) Bud Extract, Glucose, Geranium Maculatum Oil","Modo de usoDespués de la limpieza y cuidado de la piel, aplique una cantidad adecuada en la cara comenzando desde la parte interna hasta la parte externa de la cara."
"Interapothek Emulsion Fluido Facial SPF50+ 50ml","","10,83 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/i/n/interapothek_emulsion_fluido_facial_spf50__50ml175545_.jpg","InterApothek","https://www.mifarma.es/media/amshopby/medium63.jpg","","",""
"Be+ Fotoprotector SPF 50+ Crema Facial con Color 50 ml","","19,97 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/b/e/be__fotoprotector_spf_50__crema_facial_con_color_50_ml158328_.jpg","Be+","https://www.mifarma.es/media/amshopby/medium145.jpg","","",""
"Spray Solar SPF50 BIO Acorelle 100ml","","28,99 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/p/spray_solar_spf50_bio_acorelle_100mlaco4600_.jpg","Acorelle","https://www.mifarma.es/media/amshopby/medium3941.png","","","Modo de usoAplicar media ahora antes de la exposición solar y reaplicar con frecuencia, y siempre después del baño."
"Stick Solar Zonas Sensibles Acofarderm SPF50+ 15Gr","","9,92 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/t/stick_solar_zonas_sensibles_acofarderm_spf50__15gr177991_.jpg","Acofarderm","https://www.mifarma.es/media/amshopby/medium129.jpg","","","Modo de usoAplicar generosamente sobre las zonas sensibles de la piel."
"Emulsión Fotoprotectora Spray SPF25 D´Shila 200ml","","34,74 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/e/m/emulsi__n_fotoprotectora_spray_spf25_d__shila_200ml50162420_.jpg","Shila","https://www.mifarma.es/media/amshopby/medium2877.jpg","","","Modo de usoAplicar media hora antes de la exposición solar y reaplicar con frecuencia y siempre después del baño."
"Protector Solar para Piel con Queratosis SPF100+ Be+ 50ml","","29,71 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_para_piel_con_queratosis_spf100__be__50ml190699_.jpg","Be+","https://www.mifarma.es/media/amshopby/medium145.jpg","","","Modo de usoAgitar antes de usar. Aplicar por la mañana y renovar frecuentemente."
"Eucerin Spray Solar Transparente Dry Touch SPF30 200ml","","15,73 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/e/u/eucerin_spray_solar_transparente_dry_touch_spf30_200ml187090_.jpg","Eucerin","https://www.mifarma.es/media/amshopby/medium60.jpg","","ComposiciónALCOHOL DENAT, BUTANE, ISOBUTANE, PROPANE, C12-15 ALKYL BENZOATE, HOMOSALATE, OCTOCRYLENE, BUTYL METHOXYDIBENZOYLMETHANE, ETHYLHEXYL SALICYLATE, CYCLOMETHICONE, GLYCÉRINE, GLYCYRRHIZA INFLATA ROOT EXTRACT, TOCOPHEROL, ACRYLATES OCTYLACRYLAMIDE COPOLYMER, AQUA, BENZOIC ACID, PARFUM","Modo de uso- Agite bien y aplique con generosidad antes de cualquier exposición al sol.
- Deje que se absorba por completo y evite el contacto directo con telas y superficies duras para evitar las manchas.
- Repita la aplicación con frecuencia. Esta aplicación repetida es muy importante después de nadar, de sudar o de secarse con toalla, ya que estas actuaciones reducen la protección original."
"Leche Protectora Tropical SPF 30+ Babaria 200ml","","10,41 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/e/leche_protectora_tropical_spf_30__babaria_200ml31904_.jpg","Babaria","https://www.mifarma.es/media/amshopby/medium1972.jpg","","","Modo de usoAplicar abundantemente antes de la exposición solar y reaplicar con frecuencia, especialmente después del baño."
"Farline Aceite Solar SPF30 200ml","","10,51 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/f/a/farline_aceite_solar_spf30_200ml182830_.jpg","Farline","https://www.mifarma.es/media/amshopby/medium39.jpg","","","Modo de usoAgitar antes de usar. Aplicar generosamente antes de la exposición al sol, renovando la aplicación frecuentemente y siempre después del baño, transpirar o secarse."
"Loción Solar SPF15 con Bronceador Instantáneo Australian Gold 237ml","","16,01 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/o/loci__n_solar_spf15_con_bronceador_instant__neo_australian_gold_237ml54402710227_.jpg","Australian Gold","https://www.mifarma.es/media/amshopby/medium3745.png","","","Modo de usoAplicar media hora antes de la exposición solar y reaplicar cada hora y media."
"Gel Solar en Spray SPF15 Australian Gold 237ml","","19,36 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/g/e/gel_solar_en_spray_spf15_australian_gold_237mlgold0709_.jpg","Australian Gold","https://www.mifarma.es/media/amshopby/medium3745.png","","","Modo de usoAplicar media hora antes de la exposición solar de manera generosa y reaplicar con frecuencia, y siempre después del baño."
"Stick Solar SPF50+ Rougj 8ml","","7,11 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/t/stick_solar_spf50__rougj_8ml601141a_.jpg","Rougj","https://www.mifarma.es/media/amshopby/medium2403.jpg","","",""
"Crema Solar Corporal SPF50+ Alma Secret 100ml","","21,95 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_solar_corporal_spf50__alma_secret_100mlalma173_.jpg","Alma Secret","https://www.mifarma.es/media/amshopby/medium3532.png","","ComposiciónAloe Barbadensis Leaf Juice, Zinc Oxide, Coco-caprylate/caprate, Dicaprylyl Carbonate, Prunus Amigdalus Dulcis Oil (Almond Oil), Propanediol, Titanium Dioxide, Calendula Officinalis Extract, Helianthus Annuus Seed Oil (Calendula Oil), Cetearyl Alcohol, Cetearyl Glucoside, Glycerin, Glyceryl Stearate, Gossypium Herbaceum Callus Culture (Arabian Cotton), Rubus Idaeus Seed Oil (Raspberry Oil), Camellia Sinensis Leaf Extract (White and Green Tea), Ascorbyl Palmitate (stable Vitamin C), Niacinamide (Vitamin B3), Panthenol, Butyrospermum Parkii Butter(Shea Butter), Aqua (Thermal Water), Tocopherol (Vitamin E), Centella Asiatica Extract, Punica Granatum Flower Extract, Glycyrrhiza Glabra Root Extract, Stearic Acid, Xanthan Gum, Sodium Chloride, Silica, Potassium Sorbate, Dehydroacetic Acid, Aroma, Alcohol, Benzyl Alcohol.","Modo de usoAplicar generosamente sobre la piel seca media hora antes de la exposición solar. Repetir cada 2 horas o después del baño. Agitar bien antes de usar."
"Fluido Hidratante Anti Polución SPF30 Decléor 50ml","","59,29 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/f/l/fluido_hidratante_anti_poluci__n_spf30_decl__or_50mle2000600_.jpg","Decleor","https://www.mifarma.es/media/amshopby/medium3727.png","","","Modo de usoAplicar por la mañana en rostro y cuello limpios, mediante un suave masaje hasta su completa absorción."
"Spray Solar Cara y Cuerpo SPF30 Laboratoires de Biarritz-Alga Maris 100ml","","27,23 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/s/p/spray_solar_cara_y_cuerpo_spf30_laboratoires_de_biarritz-alga_maris_100ml80005_.jpg","Laboratoires de Biarritz","https://www.mifarma.es/media/amshopby/medium3562.png","","ComposiciónCoconut Alkanes, Helianthus Annuus Seed Oil, Caprylic/Capric Triglyceride, Titanium Dioxide, Zinc Oxide, Cocos Nucifera Oil*, Polyglyceryl-2 Dipolyhydroxystearate, Coco-Caprylate/Caprate, Polyglyceryl-3 Diisostearate, Polyglyceryl-6 Polyricinoleate, Parfum, Alumina, Stearic Acid, Glyceryl Caprylate, Gelidium Sesquipedale Extract, Maris Aqua, Potassium Olivoyl PCA, Tocopherol, Sodium Hydroxide.
El 99,9% de los ingredientes utilizados son de origen natural y un 30% de cultivo ecológico.","Modo de usoSe recomienda antes de usar el producto agitarlo. Posteriormente, aplicar una cantidad generosa sobre la piel seca antes de la exposición solar y reaplicar cada 2 horas."
"Pack Duplo Be+ Aerosol Corporal SPF50+ 200ml","","23,23 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_duplo_be__aerosol_corporal_spf50__200ml173087duplo_.jpg","Be+","https://www.mifarma.es/media/amshopby/medium145.jpg","","","Modo de usoAplicar 20 minutos antes de la exposición solar y reaplicar con frecuencia, especialmente después del baño, de la transpiración excesiva o de secarse con una toalla."
"Fluido AK Secure DM Protect SVR 50ml","","18,10 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/f/l/fluido_ak_secure_dm_protect_svr_50ml189709_.jpg","Laboratorios SVR","https://www.mifarma.es/media/amshopby/medium388.jpg","","ComposiciónAqua (agua purificada), carbonato de dicaprililo, metoxicinamato de etilhexilo, metilen-bis-benzotriazoliltetrametilbutilfenol [NANO], sílice, dimeticona, adipato de diisopropilo, butilo metoxidibenzoilmetano, dietilamino hidroxibenzoil hexil benzoato de , alcohol cetearílico, BIS-etilhexiloxifenol metoxifenil triazina, Etilhexiltriazona, CETEARETH-20, niacinamida, pentileno glicol, poliéster-7, cetearílico DIMETICONA CROSSPOLYMER, ARABIDOPSIS THALIANA EXTRACT, beta-caroteno, CAPRYLHYDROXAMIC ACID, Daucus carota SATIVA (ZANAHORIA) ROOT EXTRACT, GLUCOSIDE DECYL, ACEITE DE GLYCINE (SOYBEAN), FOTOPROPENADO DE HIDROGENADO, LECITINA, LEPIDIUM SATIVUM, BLOQUEO DE PEDO, BLOQUEO DE PULSADOR DE BLOQUEO, LACADO DE PHINETHLL, BLOQUEO DE PIEZAS DE RAYOHIDROXITICO ACRILATO / SODIO ACRYLOYLDIMETHYL TAURATE COPOLYMER, LYSOLECITHIN, NEOPENTYL GLYCOL DIHEPTANOATE, POLYSORBATE 60, SORBITAN ISOSTEARATE, XANTHAN GUM, PHENOXYYANANY.","Modo de usoAplicar uniformemente en zonas expuestas al sol. Repita la aplicación después del contacto con agua (6) o transpiración intensa (7) . Evite el contacto con los ojos o las membranas mucosas."
"Ladival Pieles Sensibles o Alérgicas FPS 15 200 ml ","","19,35 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/l/a/ladival__pieles_sensibles_o_al__rgicas_fps_15_200_ml_151850_.jpg","Ladival","https://www.mifarma.es/media/amshopby/medium997.jpg","","",""
"Aceite Solar SPF30 Decléor 150ml","","36,30 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/a/c/aceite_solar_spf30_decl__or_150mle2140600_.jpg","Decleor","https://www.mifarma.es/media/amshopby/medium3727.png","","","Modo de usoAplicar antes de cualquier exposición al sol, y directamente en el caso del cabello. Reaplicar cada 2 horas."
"Pack Boots Leche Solar SPF50+ Waterproof 150ml+After Sun 150ml+Bolso de Playa","","20,57 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_boots_leche_solar_spf50__waterproof_150ml_after_sun_150ml_bolso_de_playa174137packserv_.jpg","Boots","https://www.mifarma.es/media/amshopby/medium1476.jpg","","","Modo de usoLeche Solar Alta Protección Waterproof Boots Soleil SPF50+ 150ml: Aplicar realizando un suave masaje. Reaplicar con frecuencia y 30 minutos antes de la exposición al sol.
Boots Solei Bálsamo Postsolar 150ml: Aplicar en rostro y cuerpo después de la exposición solar."
"Crema Facial Protectora SPF50+ con Color Natural Ziaja Med 50ml","","9,20 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/c/r/crema_facial_protectora_spf50__con_color_natural_ziaja_med_50mlzmps15160_.jpg","Ziaja Med","https://www.mifarma.es/media/amshopby/medium3938.png","","ComposiciónIngredientes activos: filtros fotoestables UVA/UVB, vitamina E, provitamina B5, pigmentos que proporcionan un efecto de maquillaje natural.","Modo de uso-Uso diario: Aplicar durante el día en el rostro, cuello y escote.
-Exposición solar: Aplicar una buena cantidad de crema sobre la piel expuesta al sol 15 minutos antes de la exposición. Reaplicar frecuentemente especialmente después del baño, secarse o sudar."
"Pack Duplo Fotoprotector Wet Skin Spray Transparente SPF50+ Isdin 200ml","","50,82 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/a/pack_duplo_fotoprotector_wet_skin_spray_transparente_spf50__isdin_200ml167423duplo_.jpg","Isdin","https://www.mifarma.es/media/amshopby/medium10.jpg","","ComposiciónAlcohol Denat., Isobutane, Octocrylene, Butyl Methoxydibenzoylmethane, Ethylhexyl Salicylate, Dibutyl Adipate, Aqua (Water), Coconut Alkanes, Cyclopentasiloxane, 4-Methylbenzylidene Camphor, Cyclohexasiloxane, Butane, Polyurethane-64, Propane, Coco-Caprylate/Caprate, Parfum (Fragrance), BHT, Tocopheryl Acetate, Linalool.","Modo de usoAplicar sobre la piel seca antes de la exposición solar y reaplicar con frecuencia."
"Protector Solar Facial SPF50 con Color Botanical Australian Gold 88ml","","26,95 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_facial_spf50_con_color_botanical_australian_gold_88ml54402720042_.jpg","Australian Gold","https://www.mifarma.es/media/amshopby/medium3745.png","","","Modo de usoAplicar 20 minutos antes de la exposición solar. Reaplicar cada dos horas."
"Protector Solar Spray SPF15 Riemann P20 200ml","","23,24 €","https://www.mifarma.es/media/catalog/product/cache/1/small_image/210x/9df78eab33525d08d6e5fb8d27136e95/p/r/protector_solar_spray_spf15_riemann_p20_200ml186524_.jpg","Ofertas","https://www.mifarma.es/media/amshopby/medium86.png","","","Modo de usoNo aplicar directamente a la cara, hacerlo en al mano y extender unidormemente.
Aplicar de forma uniforme por el cuerpo 15 minutos antes de la exposición solar."
